seq,id_tipo_contato,id_pessoa,valor,principal
6349,2,3175,(084) 4980 7824,False
6350,3,3176,lda-mata@example.com,True
6351,2,3176,+55 51 0709 4230,False
6352,3,3177,rda-cunha@example.net,True
6353,2,3177,+55 41 5126-3592,False
6354,3,3178,da-pazana-laura@example.com,True
6355,2,3178,+55 (041) 5958-4466,False
6356,3,3179,fmoreira@example.net,True
6357,2,3179,+55 41 1932 5718,False
6358,3,3180,martinsmirella@example.net,True
6359,2,3180,+55 (041) 4801 5592,False
6360,3,3181,ana-juliafernandes@example.net,True
6361,2,3181,+55 (011) 4165-8806,False
6362,3,3182,fernandaoliveira@example.net,True
6363,2,3182,61 2630-8578,False
6364,3,3183,maria-sophiamartins@example.net,True
6365,2,3183,+55 41 9762-0020,False
6366,3,3184,anada-paz@example.org,True
6367,2,3184,+55 41 1719 4307,False
6368,3,3185,cmoraes@example.org,True
6369,2,3185,+55 84 1534 6010,False
6370,3,3186,isabellyviana@example.com,True
6371,2,3186,(084) 7727 5841,False
6372,3,3187,maria-eduardasales@example.org,True
6373,2,3187,(081) 4146 8997,False
6374,3,3188,juliasantos@example.net,True
6375,2,3188,41 4892-5371,False
6376,3,3189,rda-cunha@example.net,True
6377,2,3189,+55 (081) 9417 0683,False
6378,3,3190,kmoura@example.com,True
6379,2,3190,+55 (011) 4203-5926,False
6380,3,3191,joao-vitor19@example.com,True
6381,2,3191,84 9444 6803,False
6382,3,3192,laura52@example.org,True
6383,2,3192,(011) 0082-2917,False
6384,3,3193,thiagocardoso@example.org,True
6385,2,3193,+55 21 7697-2282,False
6386,3,3194,monteiroleonardo@example.net,True
6387,2,3194,11 7968-3501,False
6388,3,3195,livia81@example.net,True
6389,2,3195,(081) 0871 4367,False
6390,3,3196,luiz-gustavonunes@example.com,True
6391,2,3196,(084) 0395-0290,False
6392,3,3197,sfogaca@example.net,True
6393,2,3197,51 2125 9767,False
6394,3,3198,lara88@example.org,True
6395,2,3198,51 9425 5671,False
6396,3,3199,andreduarte@example.org,True
6397,2,3199,0300-561-5394,False
6398,3,3200,davi-luiz66@example.org,True
6399,2,3200,+55 11 1368 0078,False
6400,3,3201,araujoryan@example.net,True
6401,2,3201,+55 41 3392-5787,False
6402,3,3202,eduarda02@example.com,True
6403,2,3202,+55 11 3723 2927,False
6404,3,3203,luanada-luz@example.com,True
6405,2,3203,21 4750-3615,False
6406,3,3204,ynogueira@example.org,True
6407,2,3204,+55 (011) 5631 2507,False
6408,3,3205,julia18@example.com,True
6409,2,3205,(041) 8880-8267,False
6410,3,3206,da-costalucas@example.net,True
6411,2,3206,(051) 3445-3113,False
6412,3,3207,sabrina25@example.org,True
6413,2,3207,61 9344-8799,False
6414,3,3208,sda-costa@example.com,True
6415,2,3208,+55 81 6297 1089,False
6416,3,3209,anthonyda-paz@example.com,True
6417,2,3209,+55 (051) 6302-2412,False
6418,3,3210,zvieira@example.org,True
6419,2,3210,+55 31 5920-2739,False
6420,3,3211,cunhacarolina@example.net,True
6421,2,3211,+55 81 5157-7805,False
6422,3,3212,da-pazlorena@example.com,True
6423,2,3212,+55 (084) 9130-3793,False
6424,3,3213,ana-vitoria61@example.net,True
6425,2,3213,0500 510 5468,False
6426,3,3214,kcardoso@example.net,True
6427,2,3214,(084) 0397-9809,False
6428,3,3215,manuela42@example.com,True
6429,2,3215,84 9002 7320,False
6430,3,3216,isabel74@example.net,True
6431,2,3216,+55 21 8889-9757,False
6432,3,3217,azevedoclarice@example.com,True
6433,2,3217,+55 31 2882 2842,False
6434,3,3218,rpeixoto@example.com,True
6435,2,3218,0900 950 9001,False
6436,3,3219,kaiquedas-neves@example.org,True
6437,2,3219,(081) 9165 7638,False
6438,3,3220,fnascimento@example.net,True
6439,2,3220,+55 21 0762-4429,False
6440,3,3221,gabriela91@example.org,True
6441,2,3221,(021) 5364-6392,False
6442,3,3222,carvalhocecilia@example.com,True
6443,2,3222,(071) 6500-3368,False
6444,3,3223,qlima@example.com,True
6445,2,3223,+55 71 2697 3768,False
6446,3,3224,paulopeixoto@example.net,True
6447,2,3224,71 1240-9808,False
6448,3,3225,lorenaaraujo@example.com,True
6449,2,3225,(021) 9877-8252,False
6450,3,3226,qcosta@example.com,True
6451,2,3226,(011) 3024-9767,False
6452,3,3227,moreiraandre@example.org,True
6453,2,3227,+55 51 5248 4597,False
6454,3,3228,diogopereira@example.org,True
6455,2,3228,(051) 6007-8004,False
6456,3,3229,jlopes@example.net,True
6457,2,3229,11 4097-1810,False
6458,3,3230,marina55@example.org,True
6459,2,3230,+55 (061) 2485 3567,False
6460,3,3231,heloisa86@example.com,True
6461,2,3231,+55 11 2816 2163,False
6462,3,3232,aragaobenicio@example.com,True
6463,2,3232,11 7424 6797,False
6464,3,3233,xcorreia@example.com,True
6465,2,3233,+55 (021) 9493 2946,False
6466,3,3234,souzalucca@example.net,True
6467,2,3234,+55 81 3273-1060,False
6468,3,3235,bpereira@example.org,True
6469,2,3235,+55 71 7739 7298,False
6470,3,3236,joanacostela@example.net,True
6471,2,3236,+55 84 2157 2773,False
6472,3,3237,lopesaugusto@example.org,True
6473,2,3237,+55 81 6646 4802,False
6474,3,3238,miguelmoreira@example.net,True
6475,2,3238,(051) 0647-5097,False
6476,3,3239,isabel22@example.com,True
6477,2,3239,+55 84 7467-8846,False
6478,3,3240,aliciajesus@example.net,True
6479,2,3240,(011) 5659 3053,False
6480,3,3241,amanda71@example.com,True
6481,2,3241,51 4746 5570,False
6482,3,3242,limajulia@example.com,True
6483,2,3242,+55 (084) 1125-7469,False
6484,3,3243,bda-paz@example.com,True
6485,2,3243,11 9896 7384,False
6486,3,3244,nogueiramaria-clara@example.net,True
6487,2,3244,84 0204-8009,False
6488,3,3245,ian03@example.net,True
6489,2,3245,+55 81 1926-6276,False
6490,3,3246,piresmarcos-vinicius@example.org,True
6491,2,3246,+55 (084) 9461-1755,False
6492,3,3247,alice23@example.org,True
6493,2,3247,+55 51 4100 9890,False
6494,3,3248,uda-cunha@example.com,True
6495,2,3248,+55 84 6942-2182,False
6496,3,3249,martinsian@example.net,True
6497,2,3249,+55 41 3488-6780,False
6498,3,3250,lucas55@example.net,True
6499,2,3250,+55 (051) 6798 7502,False
6500,3,3251,davi-luiz46@example.net,True
6501,2,3251,(021) 2160 4628,False
6502,3,3252,laurada-costa@example.com,True
6503,2,3252,31 4445-6845,False
6504,3,3253,fernandaferreira@example.net,True
6505,2,3253,81 9616 9155,False
6506,3,3254,isis55@example.org,True
6507,2,3254,84 3524 8003,False
6508,3,3255,ida-mata@example.net,True
6509,2,3255,81 4156 1907,False
6510,3,3256,fariasisis@example.com,True
6511,2,3256,+55 41 6846 4111,False
6512,3,3257,correiabenicio@example.net,True
6513,2,3257,+55 31 1335 7963,False
6514,3,3258,yagoaragao@example.net,True
6515,2,3258,+55 (061) 5936 1961,False
6516,3,3259,duartelorenzo@example.org,True
6517,2,3259,+55 (084) 7270 8412,False
6518,3,3260,gustavosouza@example.com,True
6519,2,3260,(081) 4037-7147,False
6520,3,3261,luna41@example.com,True
6521,2,3261,(051) 6701 0927,False
6522,3,3262,matheusmelo@example.org,True
6523,2,3262,+55 31 3580-7333,False
6524,3,3263,joao-felipecampos@example.org,True
6525,2,3263,0500-200-9187,False
6526,3,3264,luiz-miguelsouza@example.com,True
6527,2,3264,+55 (084) 9783 3932,False
6528,3,3265,rodriguessabrina@example.net,True
6529,2,3265,81 9297-1399,False
6530,3,3266,joao-miguelcorreia@example.org,True
6531,2,3266,+55 81 4953-9016,False
6532,3,3267,ucunha@example.com,True
6533,2,3267,+55 (021) 2904 7555,False
6534,3,3268,da-rochabruno@example.org,True
6535,2,3268,+55 (071) 9344 2891,False
6536,3,3269,da-matayuri@example.net,True
6537,2,3269,+55 (021) 8212 1378,False
6538,3,3270,teixeiraisadora@example.org,True
6539,2,3270,+55 61 2419-6616,False
6540,3,3271,salesarthur@example.com,True
6541,2,3271,51 8331 3907,False
6542,3,3272,barbara70@example.org,True
6543,2,3272,(011) 1501 6951,False
6544,3,3273,orezende@example.org,True
6545,2,3273,84 8526-0123,False
6546,3,3274,portolucas-gabriel@example.org,True
6547,2,3274,81 5452 1458,False
6548,3,3275,isadora92@example.com,True
6549,2,3275,61 9503-1843,False
6550,3,3276,da-cunhanina@example.com,True
6551,2,3276,+55 81 4730-6309,False
6552,3,3277,vieirabeatriz@example.org,True
6553,2,3277,+55 51 0893 7979,False
6554,3,3278,emanuellymoreira@example.com,True
6555,2,3278,+55 (071) 7073-3544,False
6556,3,3279,juliasantos@example.org,True
6557,2,3279,(084) 3080 4827,False
6558,3,3280,ysilva@example.net,True
6559,2,3280,+55 (071) 1364-5480,False
6560,3,3281,loliveira@example.net,True
6561,2,3281,41 2718-9918,False
6562,3,3282,isadora89@example.com,True
6563,2,3282,+55 11 2702-3536,False
6564,3,3283,fariasdaniela@example.net,True
6565,2,3283,+55 (061) 5646-8657,False
6566,3,3284,yda-paz@example.org,True
6567,2,3284,11 2384-6412,False
6568,3,3285,joao-felipebarros@example.com,True
6569,2,3285,(061) 0288 7343,False
6570,3,3286,anthony22@example.org,True
6571,2,3286,+55 71 5297 9529,False
6572,3,3287,gustavo-henriquemoura@example.org,True
6573,2,3287,+55 (011) 3514 4916,False
6574,3,3288,zsantos@example.com,True
6575,2,3288,71 4172 4648,False
6576,3,3289,brunoda-conceicao@example.org,True
6577,2,3289,+55 84 2561-1335,False
6578,3,3290,luiz-fernando49@example.org,True
6579,2,3290,+55 (011) 1456 7597,False
6580,3,3291,tnascimento@example.com,True
6581,2,3291,+55 (061) 6092 9583,False
6582,3,3292,ocosta@example.com,True
6583,2,3292,+55 (031) 9072 5525,False
6584,3,3293,da-motalara@example.org,True
6585,2,3293,+55 (031) 8731 2176,False
6586,3,3294,lucca69@example.net,True
6587,2,3294,+55 (031) 2190-0366,False
6588,3,3295,carolina09@example.org,True
6589,2,3295,+55 81 5570 4822,False
6590,3,3296,da-luzisabel@example.net,True
6591,2,3296,71 2229 2317,False
6592,3,3297,monteiroluiz-henrique@example.net,True
6593,2,3297,+55 (061) 3375-3855,False
6594,3,3298,eduardomoreira@example.com,True
6595,2,3298,0500 460 0504,False
6596,3,3299,piresolivia@example.org,True
6597,2,3299,+55 51 3150 8251,False
6598,3,3300,das-nevesagatha@example.org,True
6599,2,3300,+55 41 7060 0806,False
6600,3,3301,silveiraisaac@example.net,True
6601,2,3301,+55 (031) 7618-7693,False
6602,3,3302,levi46@example.net,True
6603,2,3302,0500 777 6425,False
6604,3,3303,maria-luiza93@example.org,True
6605,2,3303,(041) 8585-6592,False
6606,3,3304,alvesdaniel@example.net,True
6607,2,3304,71 5158-3850,False
6608,3,3305,zcunha@example.net,True
6609,2,3305,(021) 5570-3724,False
6610,3,3306,maria-eduarda36@example.com,True
6611,2,3306,71 8376 5402,False
6612,3,3307,olivia76@example.net,True
6613,2,3307,(051) 2547-9022,False
6614,3,3308,mgoncalves@example.org,True
6615,2,3308,21 2353 6939,False
6616,3,3309,oferreira@example.org,True
6617,2,3309,41 7329 8647,False
6618,3,3310,walves@example.com,True
6619,2,3310,41 1318-4064,False
6620,3,3311,diogo01@example.net,True
6621,2,3311,81 1397-7380,False
6622,3,3312,paulo33@example.com,True
6623,2,3312,(031) 1324-3404,False
6624,3,3313,maria-vitorialima@example.com,True
6625,2,3313,(051) 7330-9440,False
6626,3,3314,isabellabarbosa@example.com,True
6627,2,3314,21 7159-3193,False
6628,3,3315,tteixeira@example.org,True
6629,2,3315,+55 31 3982 4352,False
6630,3,3316,mouramariana@example.com,True
6631,2,3316,(084) 5321-1441,False
6632,3,3317,ycavalcanti@example.net,True
6633,2,3317,71 1185-3652,False
6634,3,3318,costaelisa@example.org,True
6635,2,3318,(071) 2768 0182,False
6636,3,3319,woliveira@example.com,True
6637,2,3319,(051) 8928-7039,False
6638,3,3320,isisfernandes@example.net,True
6639,2,3320,(051) 1518 9654,False
6640,3,3321,zda-conceicao@example.com,True
6641,2,3321,(011) 6759-4047,False
6642,3,3322,emanuellafogaca@example.com,True
6643,2,3322,0900-232-5594,False
6644,3,3323,danilo64@example.org,True
6645,2,3323,(051) 6302 1463,False
6646,3,3324,ucunha@example.com,True
6647,2,3324,71 5591 9172,False
6648,3,3325,mcosta@example.org,True
6649,2,3325,+55 51 7887 7294,False
6650,3,3326,alicia87@example.com,True
6651,2,3326,+55 (071) 6920-5450,False
6652,3,3327,antoniofernandes@example.org,True
6653,2,3327,+55 (081) 7154 6043,False
6654,3,3328,fernanda54@example.org,True
6655,2,3328,+55 (011) 8637-0858,False
6656,3,3329,costaana-laura@example.net,True
6657,2,3329,+55 (061) 4875-5049,False
6658,3,3330,catarina18@example.net,True
6659,2,3330,(011) 9785 8922,False
6660,3,3331,balves@example.net,True
6661,2,3331,+55 84 0797 8572,False
6662,3,3332,yda-costa@example.org,True
6663,2,3332,21 0964 9623,False
6664,3,3333,erick97@example.org,True
6665,2,3333,+55 21 8106 6769,False
6666,3,3334,gsilva@example.org,True
6667,2,3334,(041) 1308 9142,False
6668,3,3335,araujogustavo@example.net,True
6669,2,3335,+55 (041) 4057-5229,False
6670,3,3336,scosta@example.net,True
6671,2,3336,+55 (041) 3139-7360,False
6672,3,3337,ana-julia97@example.com,True
6673,2,3337,+55 51 2194 5781,False
6674,3,3338,ianda-mata@example.com,True
6675,2,3338,+55 61 5034-7680,False
6676,3,3339,maria-cecilianovaes@example.com,True
6677,2,3339,+55 (051) 3760 2390,False
6678,3,3340,kevin33@example.org,True
6679,2,3340,+55 31 5061-9537,False
6680,3,3341,daniel75@example.org,True
6681,2,3341,+55 (021) 9096 5771,False
6682,3,3342,lorenzocavalcanti@example.com,True
6683,2,3342,0300-336-8773,False
6684,3,3343,castrogiovanna@example.com,True
6685,2,3343,21 7894 4394,False
6686,3,3344,joana11@example.net,True
6687,2,3344,+55 (031) 3728 4652,False
6688,3,3345,costelagiovanna@example.com,True
6689,2,3345,(084) 2766-9642,False
6690,3,3346,meloanthony@example.net,True
6691,2,3346,11 2216-8599,False
6692,3,3347,danielazevedo@example.org,True
6693,2,3347,(071) 3406-3273,False
6694,3,3348,araujojoao-miguel@example.com,True
6695,2,3348,0900-709-0553,False
6696,3,3349,gabrielly69@example.com,True
6697,2,3349,11 5755-7332,False
6698,3,3350,leonardo06@example.net,True
6699,2,3350,(081) 3180-6140,False
6700,3,3351,antonioporto@example.com,True
6701,2,3351,+55 (071) 8366-1682,False
6702,3,3352,da-conceicaomilena@example.net,True
6703,2,3352,+55 (084) 9152 2474,False
6704,3,3353,xnascimento@example.net,True
6705,2,3353,+55 (084) 9368-8762,False
6706,3,3354,giovanna08@example.org,True
6707,2,3354,(021) 8909 3564,False
6708,3,3355,aragaoluiz-fernando@example.net,True
6709,2,3355,+55 (084) 7856 8773,False
6710,3,3356,miguel37@example.net,True
6711,2,3356,(041) 1209-7283,False
6712,3,3357,mramos@example.com,True
6713,2,3357,+55 11 1845-5762,False
6714,3,3358,heitor70@example.com,True
6715,2,3358,+55 41 6577-6477,False
6716,3,3359,souzajulia@example.org,True
6717,2,3359,+55 84 4867-5094,False
6718,3,3360,das-nevesvalentina@example.org,True
6719,2,3360,31 3246-9455,False
6720,3,3361,limasophie@example.org,True
6721,2,3361,81 8882 8511,False
6722,3,3362,castrohelena@example.com,True
6723,2,3362,(071) 7781 7709,False
6724,3,3363,qviana@example.net,True
6725,2,3363,+55 (051) 8996 6888,False
6726,3,3364,fsouza@example.com,True
6727,2,3364,11 7870-1584,False
6728,3,3365,wdias@example.net,True
6729,2,3365,+55 61 6450 1849,False
6730,3,3366,duartepedro@example.com,True
6731,2,3366,+55 (011) 9335 2815,False
6732,3,3367,pietra37@example.net,True
6733,2,3367,+55 84 1996-3645,False
6734,3,3368,marcelo91@example.com,True
6735,2,3368,61 1501-8650,False
6736,3,3369,kamilly87@example.org,True
6737,2,3369,84 4494 7608,False
6738,3,3370,yasmincunha@example.org,True
6739,2,3370,+55 41 1419 2625,False
6740,3,3371,anthonycaldeira@example.net,True
6741,2,3371,0900 816 8277,False
6742,3,3372,laranascimento@example.com,True
6743,2,3372,0500-644-5691,False
6744,3,3373,hlima@example.net,True
6745,2,3373,0300-298-0854,False
6746,3,3374,maria-vitoriaalmeida@example.org,True
6747,2,3374,+55 11 0270 3799,False
6748,3,3375,gda-costa@example.org,True
6749,2,3375,+55 11 4707-2142,False
6750,3,3376,enzo-gabriel21@example.org,True
6751,2,3376,+55 (041) 8258-5401,False
6752,3,3377,maria77@example.org,True
6753,2,3377,61 9087-4978,False
6754,3,3378,gustavopereira@example.net,True
6755,2,3378,+55 (041) 1832 4793,False
6756,3,3379,luiz-gustavojesus@example.net,True
6757,2,3379,+55 (041) 4745-0443,False
6758,3,3380,peixotoluiz-miguel@example.com,True
6759,2,3380,61 7310-4194,False
6760,3,3381,pauloaraujo@example.org,True
6761,2,3381,+55 (021) 3027-4765,False
6762,3,3382,alicia95@example.net,True
6763,2,3382,(041) 4343 7772,False
6764,3,3383,thomas82@example.com,True
6765,2,3383,+55 11 2223 9212,False
6766,3,3384,pedro-lucasdas-neves@example.com,True
6767,2,3384,0500 447 6614,False
6768,3,3385,luiz-gustavo62@example.org,True
6769,2,3385,+55 41 9808 9963,False
6770,3,3386,calebeda-paz@example.com,True
6771,2,3386,(061) 4609 0251,False
6772,3,3387,joana37@example.com,True
6773,2,3387,(021) 0624 7864,False
6774,3,3388,bruno55@example.com,True
6775,2,3388,+55 (081) 9326 3656,False
6776,3,3389,sophia03@example.com,True
6777,2,3389,+55 (041) 6383-5017,False
6778,3,3390,gda-mata@example.com,True
6779,2,3390,61 5196 0475,False
6780,3,3391,pietrasilveira@example.com,True
6781,2,3391,(021) 5268 0761,False
6782,3,3392,fariasnicolas@example.org,True
6783,2,3392,0300-465-3522,False
6784,3,3393,vcaldeira@example.net,True
6785,2,3393,+55 (041) 5997 5667,False
6786,3,3394,isabeljesus@example.org,True
6787,2,3394,(061) 0871-5051,False
6788,3,3395,santosfelipe@example.com,True
6789,2,3395,0500-021-0296,False
6790,3,3396,isabellada-paz@example.net,True
6791,2,3396,0900 232 8536,False
6792,3,3397,ana-sophiada-rosa@example.com,True
6793,2,3397,(061) 9669 4436,False
6794,3,3398,felipenovaes@example.net,True
6795,2,3398,(071) 4687 1337,False
6796,3,3399,paulocampos@example.org,True
6797,2,3399,71 7396-0015,False
6798,3,3400,monteiroluiz-fernando@example.org,True
6799,2,3400,61 7853 4124,False
6800,3,3401,pintovicente@example.org,True
6801,2,3401,+55 81 8972-8862,False
6802,3,3402,barbosanathan@example.net,True
6803,2,3402,+55 81 2310-4507,False
6804,3,3403,goncalveslorena@example.org,True
6805,2,3403,31 3589 3631,False
6806,3,3404,nataliamoraes@example.net,True
6807,2,3404,(051) 5648-5222,False
6808,3,3405,ferreiramaria-alice@example.com,True
6809,2,3405,+55 81 9756-6271,False
6810,3,3406,valentina18@example.com,True
6811,2,3406,+55 81 2564 3756,False
6812,3,3407,vpires@example.net,True
6813,2,3407,(031) 7678 5807,False
6814,3,3408,maria-ceciliabarbosa@example.org,True
6815,2,3408,(041) 2614-1447,False
6816,3,3409,obarbosa@example.net,True
6817,2,3409,21 3364-7629,False
6818,3,3410,inascimento@example.com,True
6819,2,3410,+55 51 1246 6413,False
6820,3,3411,ifernandes@example.org,True
6821,2,3411,11 3336 7140,False
6822,3,3412,emilly72@example.net,True
6823,2,3412,0500-210-8719,False
6824,3,3413,mariana92@example.org,True
6825,2,3413,0900 569 6091,False
6826,3,3414,pereirabenjamin@example.com,True
6827,2,3414,84 6884-1960,False
6828,3,3415,nmoraes@example.com,True
6829,2,3415,+55 (041) 2976-7204,False
6830,3,3416,carolina02@example.net,True
6831,2,3416,+55 (011) 2013 6469,False
6832,3,3417,emanuella11@example.com,True
6833,2,3417,+55 11 6756 2070,False
6834,3,3418,psouza@example.com,True
6835,2,3418,0500-473-0089,False
6836,3,3419,luiz-henriqueda-mota@example.org,True
6837,2,3419,+55 84 8202-5242,False
6838,3,3420,vitor07@example.net,True
6839,2,3420,(021) 2567 3645,False
6840,3,3421,lfernandes@example.net,True
6841,2,3421,+55 84 0955-9511,False
6842,3,3422,alanapeixoto@example.com,True
6843,2,3422,(021) 6649-1929,False
6844,3,3423,lavinialopes@example.org,True
6845,2,3423,(011) 7244 5614,False
6846,3,3424,peixotokamilly@example.org,True
6847,2,3424,(071) 3617 0753,False
6848,3,3425,trezende@example.com,True
6849,2,3425,(071) 9518 6394,False
6850,3,3426,guilherme46@example.org,True
6851,2,3426,31 3077 9284,False
6852,3,3427,apires@example.com,True
6853,2,3427,61 2935-4682,False
6854,3,3428,mnascimento@example.org,True
6855,2,3428,+55 (021) 6677 0816,False
6856,3,3429,lorenzofogaca@example.org,True
6857,2,3429,(011) 1485-6449,False
6858,3,3430,araujonathan@example.net,True
6859,2,3430,81 0677-0565,False
6860,3,3431,sarahrodrigues@example.net,True
6861,2,3431,61 2967-0302,False
6862,3,3432,otaviosales@example.net,True
6863,2,3432,+55 (071) 7226 8380,False
6864,3,3433,azevedopedro-lucas@example.org,True
6865,2,3433,+55 71 4876 5344,False
6866,3,3434,carolinagomes@example.com,True
6867,2,3434,31 1118 9664,False
6868,3,3435,fernandesthomas@example.com,True
6869,2,3435,(051) 9697 4927,False
6870,3,3436,lbarbosa@example.net,True
6871,2,3436,(021) 9581 6163,False
6872,3,3437,olivia99@example.net,True
6873,2,3437,0300 611 1180,False
6874,3,3438,pnunes@example.org,True
6875,2,3438,(061) 1841 7918,False
6876,3,3439,ucosta@example.com,True
6877,2,3439,31 0507 7718,False
6878,3,3440,nogueiramaria-sophia@example.com,True
6879,2,3440,(081) 0016-7969,False
6880,3,3441,abarros@example.net,True
6881,2,3441,+55 (084) 1047 6640,False
6882,3,3442,renanbarbosa@example.net,True
6883,2,3442,+55 (061) 1674-0044,False
6884,3,3443,costajoao-felipe@example.org,True
6885,2,3443,11 8181-2006,False
6886,3,3444,laiscostela@example.net,True
6887,2,3444,+55 41 0612-6306,False
6888,3,3445,joao-pedro49@example.net,True
6889,2,3445,+55 (084) 6588-8383,False
6890,3,3446,stephany61@example.net,True
6891,2,3446,(041) 1769 7808,False
6892,3,3447,andrearagao@example.net,True
6893,2,3447,0300-683-8586,False
6894,3,3448,heloisanascimento@example.com,True
6895,2,3448,+55 21 2377-6685,False
6896,3,3449,julianacavalcanti@example.com,True
6897,2,3449,+55 (084) 7060 2620,False
6898,3,3450,amandaduarte@example.org,True
6899,2,3450,+55 (051) 7212 9665,False
6900,3,3451,qbarbosa@example.com,True
6901,2,3451,+55 71 9427 9212,False
6902,3,3452,kmoreira@example.org,True
6903,2,3452,+55 71 1978-5260,False
6904,3,3453,vieiravicente@example.org,True
6905,2,3453,71 7746 3918,False
6906,3,3454,kda-cruz@example.net,True
6907,2,3454,81 1521-4195,False
6908,3,3455,nathan33@example.net,True
6909,2,3455,+55 (021) 2191 3420,False
6910,3,3456,yrocha@example.org,True
6911,2,3456,+55 11 3478 9159,False
6912,3,3457,da-luzpedro-miguel@example.org,True
6913,2,3457,+55 (061) 4879 5603,False
6914,3,3458,gustavo-henrique74@example.net,True
6915,2,3458,+55 (011) 9343-2728,False
6916,3,3459,da-conceicaomaria-luiza@example.org,True
6917,2,3459,+55 (061) 8269-1434,False
6918,3,3460,eloahazevedo@example.com,True
6919,2,3460,+55 11 6068 6491,False
6920,3,3461,lpinto@example.com,True
6921,2,3461,+55 81 3568-7652,False
6922,3,3462,castroolivia@example.org,True
6923,2,3462,(061) 5238 3530,False
6924,3,3463,marcela37@example.com,True
6925,2,3463,+55 84 1866-2145,False
6926,3,3464,rezenderenan@example.net,True
6927,2,3464,+55 11 8637 2981,False
6928,3,3465,portoana-julia@example.net,True
6929,2,3465,+55 (084) 4480-2963,False
6930,3,3466,gporto@example.net,True
6931,2,3466,+55 (051) 3849 0487,False
6932,3,3467,alvesana-livia@example.net,True
6933,2,3467,71 2043 1678,False
6934,3,3468,bryan08@example.org,True
6935,2,3468,(081) 2867-9982,False
6936,3,3469,ada-cruz@example.net,True
6937,2,3469,+55 (084) 9059 8306,False
6938,3,3470,sophia38@example.com,True
6939,2,3470,+55 (051) 5391 0153,False
6940,3,3471,monteirosophia@example.net,True
6941,2,3471,+55 (011) 5829 9250,False
6942,3,3472,castrosofia@example.org,True
6943,2,3472,+55 51 9210 6639,False
6944,3,3473,hjesus@example.net,True
6945,2,3473,81 4213-4507,False
6946,3,3474,luccaazevedo@example.org,True
6947,2,3474,+55 84 7577-5652,False
6948,3,3475,da-rochafrancisco@example.org,True
6949,2,3475,(031) 3481 3069,False
6950,3,3476,da-pazjuan@example.com,True
6951,2,3476,(084) 4368 5862,False
6952,3,3477,lorenzo47@example.com,True
6953,2,3477,+55 51 4253 8285,False
6954,3,3478,erickmoreira@example.org,True
6955,2,3478,(041) 5733-2140,False
6956,3,3479,das-nevesluiz-fernando@example.org,True
6957,2,3479,+55 (031) 6367-8362,False
6958,3,3480,davi-luizalves@example.com,True
6959,2,3480,+55 81 9342 3857,False
6960,3,3481,teixeiraeloah@example.com,True
6961,2,3481,0800 334 5341,False
6962,3,3482,nlopes@example.net,True
6963,2,3482,(084) 7800 0439,False
6964,3,3483,ceciliacardoso@example.org,True
6965,2,3483,61 4761 1662,False
6966,3,3484,mendescamila@example.net,True
6967,2,3484,31 6424 0885,False
6968,3,3485,levipereira@example.org,True
6969,2,3485,+55 61 0867 8620,False
6970,3,3486,kaique40@example.org,True
6971,2,3486,+55 (051) 1328-9516,False
6972,3,3487,joao-miguelcostela@example.com,True
6973,2,3487,0800 426 9565,False
6974,3,3488,caldeirafrancisco@example.com,True
6975,2,3488,+55 (061) 3426 1777,False
6976,3,3489,antonio21@example.org,True
6977,2,3489,81 6129-7748,False
6978,3,3490,milena44@example.org,True
6979,2,3490,0800 630 1446,False
6980,3,3491,isadoracorreia@example.net,True
6981,2,3491,21 2421-0183,False
6982,3,3492,lara16@example.net,True
6983,2,3492,0300-421-9514,False
6984,3,3493,jaraujo@example.net,True
6985,2,3493,+55 (071) 2000-4312,False
6986,3,3494,zmelo@example.com,True
6987,2,3494,+55 (031) 2703-8038,False
6988,3,3495,augusto97@example.net,True
6989,2,3495,0800 216 1053,False
6990,3,3496,amandaalves@example.net,True
6991,2,3496,31 0646-3233,False
6992,3,3497,carvalhojoao@example.com,True
6993,2,3497,31 0199 5569,False
6994,3,3498,heloisa31@example.com,True
6995,2,3498,(084) 5420 0176,False
6996,3,3499,paulomoura@example.net,True
6997,2,3499,51 3603 1676,False
6998,3,3500,cardosoalexia@example.com,True
6999,2,3500,+55 (061) 1213-2578,False
7000,3,3501,luiz-felipe23@example.net,True
7001,2,3501,11 8196-3034,False
7002,3,3502,luiz-gustavo13@example.net,True
7003,2,3502,+55 31 0370-2570,False
7004,3,3503,procha@example.net,True
7005,2,3503,41 2565-0002,False
7006,3,3504,hcastro@example.com,True
7007,2,3504,+55 61 4966-0326,False
7008,3,3505,rnogueira@example.org,True
7009,2,3505,+55 (051) 3377 4382,False
7010,3,3506,rafaelmoura@example.org,True
7011,2,3506,(071) 9989-3664,False
7012,3,3507,hsouza@example.org,True
7013,2,3507,+55 11 1248-1090,False
7014,3,3508,isabelly38@example.org,True
7015,2,3508,(071) 3086-8712,False
7016,3,3509,jda-mota@example.com,True
7017,2,3509,+55 71 2345-4801,False
7018,3,3510,ana-luiza17@example.com,True
7019,2,3510,+55 71 0707-7280,False
7020,3,3511,igor36@example.net,True
7021,2,3511,0300 772 1589,False
7022,3,3512,mfernandes@example.org,True
7023,2,3512,0900 061 2748,False
7024,3,3513,kcardoso@example.org,True
7025,2,3513,+55 61 7063 3448,False
7026,3,3514,francisco48@example.com,True
