"numero","data_venda","total","id_cliente","forma_pgto","nome","sexo","email","cpf"
8910,"2015-09-25",1350.0,71,"Cartão Dinners 4 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
8920,"2015-02-16",1099.0,558,"Cartão Visa 2 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
8930,"2015-02-08",80.0,19,"Cartão Master - Vencimento","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
8940,"2015-01-08",6497.0,748,"Cartão Visa 10 vezes","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
8950,"2015-10-25",2897.0,728,"Cartão Master - Vencimento","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
8960,"2015-09-27",6000.0,791,"Cartão Master - Vencimento","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
8970,"2015-06-24",2500.0,19,"Tranferência - Vista","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
8980,"2015-07-11",350.0,302,"Cartão Visa - Vencimento","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
8990,"2015-09-20",5800.0,642,"Cartão Master 4 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
9000,"2015-10-08",3211.0,595,"Boleto - Vista","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
9010,"2015-10-26",9000.0,756,"Pay Pall - 12 vezes","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
9020,"2015-09-16",1900.0,514,"Pay Pall - 12 vezes","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
9030,"2015-03-19",3100.0,18,"Cartão Dinners 3 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
9040,"2015-01-15",85.0,572,"Cartão Master 2 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
9050,"2015-12-01",4300.0,480,"Cartão Visa - Vencimento","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
9060,"2015-03-20",280.0,495,"Pay Pall - 12 vezes","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
9070,"2015-10-19",450.0,920,"Cartão Dinners 3 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
9080,"2015-09-21",356.0,434,"Cartão American 5 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
9090,"2015-05-11",800.0,656,"Cartão Visa 10 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
9100,"2015-01-27",9475.0,315,"Cartão American 5 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
9110,"2015-05-08",96.0,409,"Cartão American 12 vezes","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
9120,"2015-05-13",177.0,770,"Cartão Visa 2 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
9130,"2015-08-14",800.0,330,"Pay Pall - 12 vezes","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
9140,"2015-05-25",1324.0,922,"Cartão Visa 4 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
9150,"2015-05-13",24.0,130,"Cartão Visa - Vencimento","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
9160,"2015-03-24",185.0,264,"Depósito - Vista","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
9170,"2015-12-23",1099.0,353,"Cartão Visa - Vencimento","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
9180,"2015-01-07",3600.0,741,"Cartão Master 5 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
9190,"2015-11-20",580.0,694,"Cartão Master 5 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
9200,"2015-02-10",120.0,169,"Pag Seguro Web - Vista","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
9210,"2015-03-20",38.0,183,"Cartão Visa - Vencimento","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
9220,"2015-12-02",245.0,34,"Cartão American 12 vezes","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
9230,"2015-04-24",7688.0,498,"Cartão Master 4 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
9240,"2015-03-19",435.0,155,"Cartão Visa 10 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
9250,"2015-06-12",145.0,615,"Cartão Visa - Vencimento","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
9260,"2015-11-23",4400.0,812,"Cartão Visa 10 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
9270,"2015-08-10",634.0,169,"Pag Seguro Web - Vista","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
9280,"2015-09-12",2300.0,677,"Cartão Master - Vencimento","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
9290,"2015-10-21",6900.0,234,"Cartão American 12 vezes","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
9300,"2015-08-06",158.0,128,"Cartão Visa 10 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
9310,"2015-05-02",2037.0,312,"Cartão American - Vencimento","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
9320,"2015-10-04",1720.0,898,"Cartão American 10 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
9330,"2015-02-17",11710.0,838,"Cartão Visa 10 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
9340,"2015-03-18",148.0,927,"Pay Pall - Vista","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
9350,"2015-04-27",4600.0,467,"Cartão Dinners 2 vezes","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
9360,"2015-02-07",690.0,357,"Cartão Master 10 vezes","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
9370,"2015-09-04",4200.0,261,"Cartão Master 4 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
9380,"2015-09-09",600.0,796,"Cartão Visa 5 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
9390,"2015-09-07",3450.0,999,"Tranferência - Vista","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
9400,"2015-02-14",34.0,352,"Cartão American - Vencimento","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
9410,"2015-12-14",1400.0,23,"Cartão Master 10 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
9420,"2015-06-16",1150.0,807,"Cartão Visa 4 vezes","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
9430,"2015-07-12",2000.0,436,"Cartão Master 10 vezes","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
9440,"2015-11-27",900.0,882,"Cartão Visa 3 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
9450,"2015-03-21",1900.0,152,"Cartão American 12 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
9460,"2015-10-06",1300.0,970,"Cartão American 10 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
9470,"2015-06-25",150.0,42,"Cartão Visa - Vencimento","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
9480,"2015-06-20",135.0,150,"Pay Pall - Vista","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
9490,"2015-10-16",1500.0,809,"Cartão Visa 2 vezes","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
9500,"2015-09-23",290.0,813,"Cartão American - Vencimento","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
9510,"2015-08-07",213.0,2,"Cartão American - Vencimento","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
9520,"2015-09-25",90.0,595,"Tranferência - Vista","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
9530,"2015-04-27",420.0,974,"Cartão Visa 4 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
9540,"2015-02-01",1800.0,321,"Cartão Master 5 vezes","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
9550,"2015-01-09",120.0,858,"Cartão Master - Vencimento","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
9560,"2015-11-02",96.0,252,"Pay Pall - 12 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
9570,"2015-05-10",290.0,513,"Tranferência - Vista","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
9580,"2015-02-03",300.0,241,"Cartão American 10 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
9590,"2015-03-03",700.0,453,"Depósito - Vista","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
9600,"2015-03-16",670.0,447,"Cartão American - Vencimento","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
9610,"2015-06-12",5200.0,814,"Cartão Visa 2 vezes","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
9620,"2015-02-09",10732.0,662,"Cartão American 5 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
9630,"2015-11-05",5420.0,327,"Cartão Visa - Vencimento","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
9640,"2015-09-16",600.0,324,"Cartão Master 4 vezes","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
9650,"2015-12-02",274.0,794,"Pay Pall - 12 vezes","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
9660,"2015-02-09",1800.0,366,"Cartão Visa - Vencimento","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
9670,"2015-01-27",240.0,794,"Pay Pall - Vista","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
9680,"2015-01-20",100.0,151,"Cartão Dinners 3 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
9690,"2015-06-20",11714.0,554,"Cartão American 12 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
9700,"2015-10-08",14000.0,234,"Pay Pall - Vista","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
9710,"2015-05-05",145.0,311,"Cartão American 12 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
9720,"2015-05-13",45.0,899,"Cartão Visa 3 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
9730,"2015-08-23",160.0,969,"Cartão American 10 vezes","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
9740,"2015-06-15",3200.0,786,"Cartão Visa - Vencimento","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
9750,"2015-08-26",14485.0,674,"Cartão Master - Vencimento","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
9760,"2015-02-10",135.0,850,"Pay Pall - 12 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
9770,"2015-02-14",78.0,622,"Tranferência - Vista","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
9780,"2015-03-08",354.0,416,"Depósito - Vista","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
9790,"2015-10-01",5700.0,984,"Cartão Visa 3 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
9800,"2015-02-07",3260.0,700,"Cartão Master 3 vezes","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
9810,"2015-11-20",450.0,192,"Boleto - Vista","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
9820,"2015-11-01",1300.0,557,"Cartão American 5 vezes","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
9830,"2015-09-27",2280.0,259,"Cartão Master 4 vezes","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
9840,"2015-01-19",74.0,397,"Cartão Visa 2 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
9850,"2015-12-22",300.0,333,"Cartão American - Vencimento","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
9860,"2015-11-09",300.0,576,"Cartão Master 4 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
9870,"2015-02-14",299.0,930,"Cartão Master 2 vezes","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
9880,"2015-07-06",450.0,40,"Cartão Visa 4 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
9890,"2015-10-15",139.0,682,"Cartão Visa 10 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
9900,"2015-09-04",5400.0,106,"Cartão Master 5 vezes","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
9910,"2015-09-22",3300.0,258,"Pay Pall - 5 vezes","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
9920,"2015-11-13",1290.0,879,"Cartão Master 10 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
9930,"2015-10-08",3900.0,253,"Cartão Master 3 vezes","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
9940,"2015-04-19",980.0,366,"Cartão Master 3 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
9950,"2015-04-08",1080.0,114,"Cartão Dinners 2 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
9960,"2015-06-05",80.0,64,"Cartão Dinners 4 vezes","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
9970,"2015-03-11",1810.0,218,"Cartão Visa 2 vezes","JOAO NUNES","M","JNUNES@TERA.COM","84566326195"
9980,"2015-07-01",1392.0,483,"Cartão Master 5 vezes","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
9990,"2015-10-22",3099.0,551,"Cartão Visa 2 vezes","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
10000,"2015-03-08",120.0,274,"Cartão American 10 vezes","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
10010,"2015-01-22",800.0,858,"Cartão Master 10 vezes","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10020,"2015-03-10",43.0,61,"Depósito - Vista","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
10030,"2015-03-23",720.0,99,"Cartão Master 5 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
10040,"2015-08-06",110.0,242,"Cartão Visa 10 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
10050,"2015-01-12",1150.0,442,"Cartão Visa 10 vezes","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
10060,"2015-07-05",9600.0,623,"Cartão Master - Vencimento","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10070,"2015-10-27",270.0,144,"Tranferência - Vista","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
10080,"2015-05-02",2300.0,10,"Cartão Dinners 3 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
10090,"2015-10-10",8250.0,669,"Cartão Master 3 vezes","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
10100,"2015-03-24",10100.0,416,"Cartão American - Vencimento","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
10110,"2015-03-06",2000.0,183,"Cartão Visa 3 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
10120,"2015-07-08",196.0,432,"Cartão Dinners 3 vezes","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
10130,"2015-10-17",13500.0,656,"Cartão Master 4 vezes","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
10140,"2015-10-03",1004.0,40,"Depósito - Vista","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
10150,"2015-07-08",2330.0,654,"Cartão Dinners 3 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
10160,"2015-08-15",14000.0,949,"Boleto - Vista","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
10170,"2015-02-03",14980.0,770,"Cartão American 10 vezes","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
10180,"2015-03-01",3900.0,221,"Cartão American 12 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
10190,"2015-03-10",56.0,678,"Cartão Master 5 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
10200,"2015-03-11",297.0,524,"Cartão Visa 10 vezes","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
10210,"2015-07-27",200.0,837,"Cartão Dinners 4 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
10220,"2015-11-16",4200.0,286,"Cartão Visa 10 vezes","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
10230,"2015-10-20",2200.0,313,"Cartão Master 3 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
10240,"2015-10-06",240.0,41,"Pay Pall - 12 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
10250,"2015-01-05",2037.0,258,"Pay Pall - 5 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
10260,"2015-09-17",642.0,676,"Cartão Master 10 vezes","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
10270,"2015-01-05",1099.0,726,"Cartão Master 10 vezes","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
10280,"2015-05-10",297.0,580,"Cartão Visa - Vencimento","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
10290,"2015-01-09",30.0,460,"Cartão Visa 2 vezes","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
10300,"2015-07-17",120.0,675,"Cartão Visa 3 vezes","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
10310,"2015-07-12",13200.0,629,"Cartão Visa 5 vezes","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
10320,"2015-02-18",56.0,312,"Cartão Master 5 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
10330,"2015-12-11",352.0,827,"Cartão Dinners 2 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
10340,"2015-12-26",430.0,302,"Cartão American 12 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
10350,"2015-04-13",9600.0,563,"Depósito - Vista","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
10360,"2015-08-22",45.0,450,"Tranferência - Vista","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10370,"2015-03-03",8507.0,757,"Cartão Master 4 vezes","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
10380,"2015-12-25",180.0,376,"Cartão Dinners 4 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
10390,"2015-03-25",4200.0,460,"Pay Pall - Vista","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
10400,"2015-01-19",3300.0,668,"Cartão Master 2 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
10410,"2015-05-08",2000.0,409,"Cartão Visa - Vencimento","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
10420,"2015-05-01",90.0,290,"Cartão Master 4 vezes","DAVID BORGES","M","DBORGES@TERA.COM","75446861752"
10430,"2015-09-17",12800.0,186,"Pay Pall - Vista","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
10440,"2015-03-01",600.0,761,"Cartão Master 4 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
10450,"2015-05-14",1520.0,269,"Pay Pall - 12 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
10460,"2015-08-04",1200.0,46,"Pay Pall - 12 vezes","RODRIGO BIO","M","RBIO@TERA.COM","73198409365"
10470,"2015-04-23",10874.0,911,"Boleto - Vista","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
10480,"2015-04-11",34.0,497,"Cartão Visa - Vencimento","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
10490,"2015-11-16",11180.0,933,"Pay Pall - Vista","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10500,"2015-08-16",1344.0,165,"Cartão Master 3 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
10510,"2015-02-11",348.0,291,"Cartão Visa 2 vezes","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10520,"2015-04-24",631.0,154,"Cartão Master 2 vezes","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
10530,"2015-06-13",1900.0,281,"Cartão Visa 3 vezes","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10540,"2015-09-24",2800.0,171,"Depósito - Vista","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
10550,"2015-02-03",7500.0,594,"Cartão Visa - Vencimento","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10560,"2015-03-07",3308.0,361,"Depósito - Vista","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
10570,"2015-08-21",700.0,32,"Cartão Visa - Vencimento","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
10580,"2015-03-27",5468.0,745,"Depósito - Vista","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10590,"2015-09-02",7200.0,552,"Cartão Master 2 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
10600,"2015-06-04",9200.0,854,"Pay Pall - 5 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
10610,"2015-06-24",6760.0,540,"Pay Pall - Vista","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
10620,"2015-01-24",480.0,344,"Cartão Master 4 vezes","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
10630,"2015-06-01",1180.0,614,"Cartão Dinners 3 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
10640,"2015-09-25",148.0,156,"Cartão American 5 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
10650,"2015-04-03",89.0,847,"Cartão Master 3 vezes","ANTONIO JESUS","M","AJESUS@TERA.COM","35506648421"
10660,"2015-08-19",89.0,818,"Cartão Dinners 4 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
10670,"2015-04-18",64.0,846,"Pag Seguro Web - Vista","RENE CHIARI","M","RCHIARI@TERA.COM","22224532245"
10680,"2015-12-08",1400.0,910,"Cartão Visa - Vencimento","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10690,"2015-09-22",56.0,665,"Cartão Master 4 vezes","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
10700,"2015-07-09",2000.0,797,"Pay Pall - Vista","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
10710,"2015-07-05",450.0,289,"Cartão American 12 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
10720,"2015-03-13",3140.0,390,"Pay Pall - Vista","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
10730,"2015-02-19",1300.0,454,"Pay Pall - 5 vezes","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
10740,"2015-06-25",14111.0,866,"Cartão Master 3 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
10750,"2015-03-15",145.0,860,"Pay Pall - Vista","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
10760,"2015-08-04",4800.0,791,"Cartão American - Vencimento","RENATA MONTEIRO","F","RMONT@TERA.COM","31220641383"
10770,"2015-01-16",430.0,773,"Pag Seguro Web - Vista","RAFAELA LIMA","F","RLIMA@TERA.COM","84869753600"
10780,"2015-08-23",120.0,645,"Cartão American 5 vezes","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
10790,"2015-06-05",290.0,648,"Cartão Visa 4 vezes","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
10800,"2015-04-11",34.0,783,"Cartão American - Vencimento","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10810,"2015-03-07",14900.0,19,"Cartão Visa 2 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
10820,"2015-07-16",600.0,596,"Cartão American 10 vezes","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
10830,"2015-01-04",134.0,474,"Tranferência - Vista","EDUARDO SANTOS","M","ESANTOS.MANAGER@TERA.COM","55264329125"
10840,"2015-05-25",234.0,382,"Cartão Master - Vencimento","TERESA CRISTINA","F","TCRISTINA@TERA.COM","77566453246"
10850,"2015-10-09",2720.0,399,"Cartão Visa 4 vezes","MARCELO WITEMBERG","M","MWITEMBERG@TERA.COM","74148010478"
10860,"2015-12-07",30.0,548,"Pay Pall - 5 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
10870,"2015-08-24",2700.0,772,"Cartão Master 5 vezes","CELIA TAVARES","F","CTAVARES@TERA.COM","56178458533"
10880,"2015-12-25",700.0,682,"Pag Seguro Web - Vista","CARLOS SENRA","M","CSENRA@TERA.COM","20396875564"
10890,"2015-01-27",2300.0,464,"Cartão Dinners 2 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
10900,"2015-08-02",4700.0,970,"Pay Pall - 12 vezes","SILVIO BAHIANA","M","SBAHIANA@TERA.COM","17121713217"
10910,"2015-02-22",2328.0,360,"Cartão American 5 vezes","HERMES MACEDO","M","HMACEDO@TERA.COM","18874182104"
10920,"2015-10-01",11200.0,529,"Cartão Dinners 2 vezes","SERGIO AGUDO","M","SAGUDO@TERA.COM","67574832200"
10930,"2015-05-19",120.0,954,"Cartão Visa 3 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
10940,"2015-08-01",226.0,541,"Cartão Master 5 vezes","WALLACE MOREIRA","M","WMOREIRA@TERA.COM","04393164482"
10950,"2015-07-12",1005.0,691,"Cartão Master 2 vezes","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
10960,"2015-01-22",34.0,424,"Cartão Dinners 4 vezes","DEBORA ALMEIDA","F","DALMEIDA@TERA.COM","76238314613"
10970,"2015-12-11",2800.0,615,"Tranferência - Vista","PILAR SANCHES","F","PSANCHES@TERA.COM","68637474640"
10980,"2015-11-16",300.0,850,"Cartão Visa 3 vezes","CLARA MAFRA","F","CMAFRA@TERA.COM","94877845780"
10990,"2015-10-01",120.0,554,"Cartão Dinners 2 vezes","RODRIGO MARQUES","M","EMACHADO@TERA.COM","58722542701"
11000,"2015-09-12",3800.0,750,"Tranferência - Vista","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
11010,"2015-04-01",563.0,725,"Cartão American 12 vezes","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
11020,"2015-10-18",50.0,407,"Cartão Master 10 vezes","PEDRO NUNES","M","PNUNES@TERA.COM","13163815600"
11030,"2015-05-20",2800.0,237,"Cartão American - Vencimento","FABIO AUGUSTO","M","FAUGUSTO@TERA.COM","38751582457"
11040,"2015-09-01",1442.0,781,"Cartão Master 3 vezes","GERALDO FRANCISCO","M","GFRANCISCO@TERA.COM","56576859031"
11050,"2015-10-14",2230.0,13,"Cartão Master 3 vezes","LILIAN SALINAS","F","LSALINAS@TERA.COM","31265815445"
